Time,Open,High,Low,Close,SMA_S,SMA_C,SMA_L,up_sma1,up_sma2,down_sma1,down_sma2,flat_sma1,flat_sma2,Ren_Value,Blue,Red,Increase,Yellow,Blue/Yellow,Red/Yellow,Frac_Value,Flag,EndTime_fr,HI_Value,BearWarning,BullWarning,peak,crust,atr,buy_Frac,sell_Frac,neg_buy_Frac,neg_sell_Frac,hi_up,hi_down,returns,t_dir
2007-01-16 04:00:00+00:00,1.293525,1.29445,1.29325,1.29425,1.2933400000000002,1.2938874999999999,1.29345625,0,0,1,0,0,0,1.29575,1,0,0,0,0,0,1.292425,0.0,2007-01-16 04:00:00+00:00,1.29345,False,False,0,0,0.0007839285714285525,0,0,0,0,0,0,0.0005603269364367101,1
2007-01-16 05:00:00+00:00,1.29425,1.295325,1.29385,1.29525,1.2938649999999998,1.29475,1.2936208333333332,1,0,0,0,1,0,1.29575,1,0,0,0,0,0,1.292425,0.0,2007-01-16 05:00:00+00:00,1.29345,False,False,0,0,0.0008160714285714299,0,0,0,0,0,0,0.0007723499128871104,1
2007-01-16 06:00:00+00:00,1.29525,1.29545,1.29445,1.29515,1.294305,1.2952,1.2937479166666668,1,0,0,0,1,0,1.29575,1,0,0,0,0,0,1.292425,0.0,2007-01-16 06:00:00+00:00,1.29345,True,False,0,0,0.0008428571428571452,0,0,0,0,0,0,-7.72081532193196e-05,0
2007-01-16 07:00:00+00:00,1.29515,1.297325,1.29485,1.29625,1.2948849999999998,1.2957,1.2939874999999998,1,0,0,0,1,0,1.29575,1,0,0,0,0,0,1.292425,0.0,2007-01-16 07:00:00+00:00,1.29345,False,False,0,0,0.0009375000000000038,0,0,0,0,0,0,0.0008489620020587523,1
2007-01-16 08:00:00+00:00,1.29625,1.29655,1.295425,1.295525,1.295285,1.2958875,1.2941416666666667,1,0,0,0,1,0,1.29575,1,0,0,0,0,0,1.292425,0.0,2007-01-16 08:00:00+00:00,1.29345,True,False,0,0,0.000962500000000009,0,0,0,0,0,0,-0.0005594621592616328,0
2007-01-16 09:00:00+00:00,1.295525,1.297475,1.295425,1.29675,1.295785,1.2961375,1.2943916666666666,1,0,0,0,1,0,1.29575,1,0,0,0,0,0,1.292425,0.0,2007-01-16 09:00:00+00:00,1.29345,False,False,0,0,0.0010357142857142826,0,0,0,0,0,0,0.0009451158470341792,1
2007-01-16 10:00:00+00:00,1.29675,1.298925,1.29615,1.297225,1.29618,1.2969875000000002,1.2946979166666666,1,0,0,0,1,0,1.29575,1,0,0,0,0,0,1.292425,0.0,2007-01-16 10:00:00+00:00,1.29345,False,False,0,0,0.0012017857142857208,0,0,0,0,0,0,0.0003662332946995905,1
2007-01-16 11:00:00+00:00,1.297225,1.29825,1.297225,1.29755,1.29666,1.2973875000000001,1.2950333333333333,1,0,0,0,1,0,1.29575,1,0,0,0,0,0,1.292425,0.0,2007-01-16 11:00:00+00:00,1.29345,False,False,1,0,0.0012374999999999867,0,0,0,0,0,0,0.00025050341682767644,1
2007-01-16 12:00:00+00:00,1.29755,1.29765,1.296025,1.29635,1.29668,1.2969499999999998,1.29534375,1,0,0,0,1,0,1.29575,1,0,0,0,0,0,1.298925,1.0,2007-01-16 12:00:00+00:00,1.29765,False,False,0,0,0.0013232142857142787,1,0,0,0,0,0,-0.0009252477625262568,0
2007-01-16 13:00:00+00:00,1.29635,1.29665,1.294025,1.29475,1.296525,1.29555,1.29549375,0,1,0,0,1,0,1.29575,1,0,0,0,0,0,1.298925,0.0,2007-01-16 13:00:00+00:00,1.29765,False,False,0,0,0.0014678571428571477,0,0,0,0,0,0,-0.0012349968765096495,0
2007-01-16 14:00:00+00:00,1.29475,1.29655,1.292725,1.293325,1.2958399999999999,1.2940375,1.2954916666666667,0,1,0,0,0,0,1.29575,1,0,0,0,0,0,1.298925,0.0,2007-01-16 14:00:00+00:00,1.29765,False,False,0,0,0.001662500000000027,0,0,0,0,0,0,-0.0011012046745186336,0
2007-01-16 15:00:00+00:00,1.293325,1.29415,1.291925,1.29305,1.295005,1.2931875000000002,1.2954520833333334,0,0,0,1,0,1,1.29575,1,0,0,0,0,0,1.298925,0.0,2007-01-16 15:00:00+00:00,1.29765,False,False,0,0,0.0017714285714285824,0,0,0,0,0,0,-0.00021265284503318245,0
2007-01-16 16:00:00+00:00,1.29305,1.29405,1.29125,1.2917,1.293835,1.292375,1.2952395833333334,0,0,0,1,0,1,1.29575,1,0,0,0,0,0,1.298925,0.0,2007-01-16 16:00:00+00:00,1.29765,False,False,0,0,0.0019124999999999995,0,0,0,0,0,0,-0.0010445885464792362,0
2007-01-16 17:00:00+00:00,1.2917,1.29215,1.29085,1.29185,1.292935,1.291775,1.29495625,0,0,0,1,0,1,1.29575,1,0,0,0,0,0,1.298925,0.0,2007-01-16 17:00:00+00:00,1.29765,False,True,0,0,0.0019660714285714303,0,0,0,0,0,0,0.00011611929335086039,1
2007-01-16 18:00:00+00:00,1.29185,1.292075,1.29135,1.291425,1.29227,1.2916375,1.2946458333333333,0,0,0,1,0,1,1.29575,1,0,0,0,0,0,1.298925,0.0,2007-01-16 18:00:00+00:00,1.29765,False,False,0,1,0.0019321428571428584,0,0,0,0,0,0,-0.0003290396909615072,0
2007-01-16 19:00:00+00:00,1.291425,1.292475,1.29135,1.292325,1.29207,1.291875,1.2943187500000002,0,0,0,1,0,1,1.29575,1,0,0,0,0,0,1.29085,2.0,2007-01-16 19:00:00+00:00,1.292475,False,False,0,0,0.0019071428571428533,0,0,1,0,0,0,0.0006966618569136908,1
2007-01-16 20:00:00+00:00,1.292325,1.29235,1.29145,1.29155,1.29177,1.2919375,1.2939875,0,0,1,0,0,1,1.29575,1,0,0,0,0,0,1.29085,0.0,2007-01-16 20:00:00+00:00,1.292475,True,False,0,0,0.0019000000000000128,0,0,0,0,0,1,-0.0005998742379102846,0
2007-01-16 21:00:00+00:00,1.29155,1.29235,1.29145,1.2918,1.29179,1.2916750000000001,1.293575,0,0,0,1,0,1,1.29575,1,0,0,0,0,0,1.29085,0.0,2007-01-16 21:00:00+00:00,1.29235,False,True,0,0,0.0017875000000000213,0,0,0,0,0,0,0.000193547139009743,1
2007-01-16 22:15:00+00:00,1.2915,1.2919,1.29115,1.2917,1.29176,1.29175,1.2931145833333335,0,0,0,1,0,1,1.29575,1,0,0,0,0,0,1.29085,0.0,2007-01-16 22:15:00+00:00,1.29235,False,True,0,0,0.001760714285714306,0,0,0,0,0,0,-7.741436040247608e-05,0
2007-01-16 23:00:00+00:00,1.2917,1.29195,1.2913,1.291725,1.29182,1.2917125,1.2926291666666667,0,0,0,1,0,1,1.29575,1,0,0,0,0,0,1.29085,0.0,2007-01-16 23:00:00+00:00,1.29195,False,False,0,0,0.001660714285714317,0,0,0,0,0,0,1.935415195002033e-05,1
2007-01-17 00:00:00+00:00,1.291725,1.29245,1.291525,1.29225,1.291805,1.2919874999999998,1.2922875,0,0,1,0,0,1,1.29575,1,0,0,0,0,0,1.29085,0.0,2007-01-17 00:00:00+00:00,1.29195,False,False,0,0,0.0015285714285714505,0,0,0,0,0,0,0.0004063506862287681,1
2007-01-17 01:00:00+00:00,1.29225,1.29235,1.29155,1.29155,1.291805,1.2919,1.2920208333333334,0,0,1,0,0,1,1.29575,1,0,0,0,0,0,1.29085,0.0,2007-01-17 01:00:00+00:00,1.29235,False,False,0,1,0.0015125000000000435,0,0,0,0,0,0,-0.0005418376167860214,0
2007-01-17 02:00:00+00:00,1.29155,1.29265,1.29145,1.292525,1.29195,1.2920375,1.2919541666666665,0,0,1,0,0,0,1.29575,1,0,0,0,0,0,1.29085,0.0,2007-01-17 02:00:00+00:00,1.29265,False,False,0,0,0.001482142857142908,0,0,0,0,0,0,0.0007546220959284385,1
2007-01-17 03:00:00+00:00,1.292525,1.29275,1.29225,1.2924,1.29209,1.2924625,1.2919,1,0,0,0,1,0,1.29575,1,0,0,0,0,0,1.29085,0.0,2007-01-17 03:00:00+00:00,1.29265,True,False,0,0,0.0013303571428571986,0,0,0,0,0,0,-9.671460494781402e-05,0
2007-01-17 04:00:00+00:00,1.2924,1.29305,1.29235,1.29265,1.2922749999999998,1.292525,1.2919791666666667,1,0,0,0,1,0,1.29575,1,0,0,0,0,0,1.29085,0.0,2007-01-17 04:00:00+00:00,1.29265,False,False,0,0,0.0011071428571428937,0,0,0,0,0,0,0.00019341985708555632,1
2007-01-17 05:00:00+00:00,1.29265,1.29325,1.29255,1.293125,1.2924499999999999,1.2928875,1.2920854166666667,1,0,0,0,1,0,1.29575,1,0,0,0,0,0,1.29085,0.0,2007-01-17 05:00:00+00:00,1.29265,False,False,1,0,0.0009982142857143225,0,0,0,0,0,0,0.0003673946923788239,1
2007-01-17 06:00:00+00:00,1.293125,1.29395,1.29285,1.2929,1.29272,1.2930125000000001,1.2922083333333332,1,0,0,0,1,0,1.29575,1,0,0,0,0,0,1.29085,0.0,2007-01-17 06:00:00+00:00,1.29265,True,False,0,0,0.0008767857142857485,0,0,0,0,0,0,-0.00017401223929995732,0
2007-01-17 07:00:00+00:00,1.2929,1.29305,1.29195,1.29225,1.292665,1.2925749999999998,1.2922020833333334,0,1,0,0,1,0,1.29575,1,0,0,0,0,0,1.29085,0.0,2007-01-17 07:00:00+00:00,1.29305,False,False,0,0,0.0008625000000000517,0,0,0,0,0,0,-0.0005028721843589655,0
2007-01-17 08:00:00+00:00,1.29225,1.293425,1.29185,1.29275,1.292735,1.2925,1.2923020833333334,0,1,0,0,1,0,1.29575,1,0,0,0,0,0,1.29395,1.0,2007-01-17 08:00:00+00:00,1.29305,False,True,0,0,0.0009232142857143387,1,0,0,0,1,0,0.00038684720018221754,1
2007-01-17 09:00:00+00:00,1.29275,1.293325,1.29215,1.29235,1.292675,1.29255,1.2923479166666667,0,1,0,0,1,0,1.29575,1,0,0,0,0,0,1.29395,0.0,2007-01-17 09:00:00+00:00,1.293325,True,False,0,0,0.0009267857142857748,0,0,0,0,0,0,-0.00030946578715888905,0
2007-01-17 10:00:00+00:00,1.29235,1.29315,1.29135,1.2919,1.29243,1.292125,1.2923645833333333,0,1,0,0,0,0,1.29575,1,0,0,0,0,0,1.29395,0.0,2007-01-17 10:00:00+00:00,1.29315,False,False,0,0,0.000991071428571482,0,0,0,0,0,0,-0.0003482635229163745,0
2007-01-17 11:00:00+00:00,1.2919,1.29265,1.29155,1.29155,1.29216,1.291725,1.29235,0,0,0,1,0,1,1.29575,1,0,0,0,0,0,1.29395,0.0,2007-01-17 11:00:00+00:00,1.29315,False,False,0,1,0.0010053571428571947,0,0,0,0,0,0,-0.00027095550689301635,0
2007-01-17 12:00:00+00:00,1.29155,1.29225,1.291425,1.291825,1.292075,1.2916875,1.2923145833333334,0,0,0,1,0,1,1.29575,1,0,0,0,0,0,1.29395,0.0,2007-01-17 12:00:00+00:00,1.29225,False,False,0,0,0.001010714285714325,0,0,0,0,0,0,0.00021289979274296655,1
2007-01-17 13:00:00+00:00,1.291825,1.29225,1.28975,1.29155,1.291835,1.2916875,1.2923145833333332,0,0,0,1,0,1,1.29575,1,0,0,0,0,0,1.29395,0.0,2007-01-17 13:00:00+00:00,1.29225,False,False,0,1,0.0011428571428571757,0,0,0,0,0,0,-0.00021289979274296975,0
2007-01-17 14:00:00+00:00,1.29155,1.29415,1.29045,1.293625,1.29209,1.2925875,1.29240625,0,0,1,0,0,0,1.29575,1,0,0,0,0,0,1.29395,0.0,2007-01-17 14:00:00+00:00,1.29415,False,False,0,0,0.0013410714285714434,0,0,0,0,0,0,0.001605307528974564,1
2007-01-17 15:00:00+00:00,1.293625,1.294975,1.29235,1.29495,1.2927,1.2942875,1.29261875,1,0,0,0,1,0,1.29575,1,0,0,0,0,0,1.28975,2.0,2007-01-17 15:00:00+00:00,1.29415,False,False,1,0,0.001471428571428568,0,0,0,1,0,0,0.0010237293613043453,1
2007-01-17 16:00:00+00:00,1.29495,1.29505,1.29365,1.29465,1.29332,1.2948,1.2927854166666666,1,0,0,0,1,0,1.29575,1,0,0,0,0,0,1.28975,0.0,2007-01-17 16:00:00+00:00,1.29415,True,False,0,0,0.0014857142857142808,0,0,0,0,0,0,-0.00023169601586501773,0
2007-01-17 17:00:00+00:00,1.29465,1.29505,1.293825,1.294625,1.2938800000000001,1.2946374999999999,1.2929104166666667,1,0,0,0,1,0,1.29575,1,0,0,0,0,0,1.28975,0.0,2007-01-17 17:00:00+00:00,1.29505,False,False,0,0,0.0015374999999999853,0,0,0,0,0,0,-1.9310424733546233e-05,0
2007-01-17 18:00:00+00:00,1.294625,1.29475,1.293725,1.29405,1.2943799999999999,1.2943375,1.2930062500000001,0,1,0,0,1,0,1.29575,1,0,0,0,0,0,1.29505,1.0,2007-01-17 18:00:00+00:00,1.29505,False,False,0,0,0.0015607142857142803,1,0,0,0,0,0,-0.0004442427183454463,0
2007-01-17 19:00:00+00:00,1.29405,1.29465,1.292725,1.29325,1.294305,1.29365,1.2930895833333333,0,1,0,0,1,0,1.29575,1,0,0,0,0,0,1.29505,1.0,2007-01-17 19:00:00+00:00,1.29505,False,False,0,1,0.0016482142857142984,1,0,0,0,0,0,-0.0006184053070729826,0
2007-01-17 20:00:00+00:00,1.29325,1.29365,1.29305,1.29355,1.294025,1.2934,1.29315625,0,1,0,0,1,0,1.29575,1,0,0,0,0,0,1.29505,0.0,2007-01-17 20:00:00+00:00,1.29505,False,True,0,0,0.0016125000000000167,0,0,0,0,1,0,0.00023194680790538324,1
2007-01-17 21:00:00+00:00,1.29355,1.293925,1.29345,1.29375,1.293845,1.29365,1.2932729166666668,0,1,0,0,1,0,1.29575,1,0,0,0,0,0,1.29505,0.0,2007-01-17 21:00:00+00:00,1.293925,False,False,0,0,0.0015678571428571525,0,0,0,0,0,0,0.00015460132214918854,1
2007-01-17 22:15:00+00:00,1.293725,1.29485,1.29355,1.2941,1.2937400000000001,1.293925,1.29345625,1,0,0,0,1,0,1.29575,1,0,0,0,0,0,1.29505,0.0,2007-01-17 22:15:00+00:00,1.293925,False,False,0,0,0.0015482142857142936,0,0,0,0,0,0,0.0002704948139453562,1
2007-01-17 23:00:00+00:00,1.2941,1.2941,1.293625,1.293825,1.293695,1.2939625000000001,1.2936458333333334,1,0,0,0,1,0,1.29575,1,0,0,0,0,0,1.29505,0.0,2007-01-17 23:00:00+00:00,1.293925,True,False,0,0,0.0014982142857142833,0,0,0,0,0,0,-0.0002125254797067412,0
2007-01-18 00:00:00+00:00,1.293825,1.29395,1.293525,1.29355,1.293755,1.2936874999999999,1.2937895833333333,0,0,0,1,0,1,1.29575,1,0,0,0,0,0,1.29505,0.0,2007-01-18 00:00:00+00:00,1.29395,False,False,0,0,0.0013999999999999885,0,0,0,0,0,0,-0.00021257065638768008,0
2007-01-18 01:00:00+00:00,1.29355,1.29485,1.293525,1.29475,1.293995,1.2941500000000001,1.29405625,0,0,1,0,0,0,1.29575,1,0,0,0,0,0,1.29505,0.0,2007-01-18 01:00:00+00:00,1.29485,False,False,0,0,0.0014160714285714113,0,0,0,0,0,0,0.0009272496124710329,1
2007-01-18 02:00:00+00:00,1.29475,1.296075,1.29475,1.2956,1.294365,1.295175,1.2942208333333334,1,0,0,0,1,0,1.29575,1,0,0,0,0,0,1.29505,0.0,2007-01-18 02:00:00+00:00,1.29485,False,False,0,0,0.001451785714285709,0,0,0,0,0,0,0.000656281993173405,1
2007-01-18 03:00:00+00:00,1.2956,1.297475,1.2956,1.29725,1.2949950000000001,1.2964250000000002,1.2944125,1,0,0,0,1,0,1.29575,1,0,0,0,0,0,1.29505,0.0,2007-01-18 03:00:00+00:00,1.29485,False,False,1,0,0.0014071428571428449,0,0,0,0,0,0,0.0012727309506748265,1
2007-01-18 04:00:00+00:00,1.29725,1.297725,1.29625,1.29695,1.29562,1.2971,1.2946041666666666,1,0,0,0,1,0,1.29575,1,0,0,0,0,0,1.29505,0.0,2007-01-18 04:00:00+00:00,1.29485,True,False,0,0,0.001248214285714295,0,0,0,0,0,0,-0.00023128517565123975,0
2007-01-18 05:00:00+00:00,1.29695,1.29705,1.296275,1.29635,1.29618,1.29665,1.2947479166666667,1,0,0,0,1,0,1.29575,1,0,0,0,0,0,1.29505,0.0,2007-01-18 05:00:00+00:00,1.29705,False,False,0,0,0.0011160714285714443,0,0,0,0,0,0,-0.0004627308916871152,0
2007-01-18 06:00:00+00:00,1.29635,1.29655,1.29565,1.29605,1.29644,1.2961999999999998,1.2949145833333333,0,1,0,0,1,0,1.29575,1,0,0,0,0,0,1.297725,1.0,2007-01-18 06:00:00+00:00,1.29705,False,False,0,0,0.0010803571428571626,1,0,0,0,0,0,-0.00023144576557564784,0
2007-01-18 07:00:00+00:00,1.29605,1.29715,1.29535,1.296225,1.296565,1.2961375,1.2951625,0,1,0,0,1,0,1.29575,1,0,0,0,0,0,1.297725,0.0,2007-01-18 07:00:00+00:00,1.29705,False,True,0,0,0.0011214285714285907,0,0,0,0,1,0,0.0001350165397312157,1
2007-01-18 08:00:00+00:00,1.296225,1.29715,1.295525,1.295825,1.2962799999999999,1.296025,1.2953520833333334,0,1,0,0,1,0,1.29575,1,0,0,0,0,0,1.297725,0.0,2007-01-18 08:00:00+00:00,1.29715,True,False,0,0,0.0011642857142857288,0,0,0,0,0,0,-0.0003086360241315545,0
2007-01-18 09:00:00+00:00,1.295825,1.29595,1.294325,1.29515,1.29592,1.2954875000000001,1.29546875,0,1,0,0,1,0,1.29575,1,0,0,0,0,0,1.297725,0.0,2007-01-18 09:00:00+00:00,1.29595,False,False,0,0,0.0011428571428571438,0,0,0,0,0,0,-0.0005210393888561927,0
2007-01-18 10:00:00+00:00,1.29515,1.29535,1.293425,1.294325,1.295515,1.2947375,1.2954875,0,1,0,0,0,0,1.29575,1,0,0,0,0,0,1.297725,0.0,2007-01-18 10:00:00+00:00,1.29595,False,False,0,0,0.0012375000000000025,0,0,0,0,0,0,-0.0006371948197327231,0
2007-01-18 11:00:00+00:00,1.294325,1.29485,1.29365,1.29375,1.295055,1.2940375,1.29548125,0,0,0,1,0,1,1.29575,1,0,0,0,0,0,1.297725,0.0,2007-01-18 11:00:00+00:00,1.29595,False,False,0,0,0.001289285714285723,0,0,0,0,0,0,-0.0004443457082664057,0
2007-01-18 12:00:00+00:00,1.29375,1.29385,1.29155,1.29235,1.29428,1.29305,1.29538125,0,0,0,1,0,1,1.29575,1,0,0,0,0,0,1.297725,0.0,2007-01-18 12:00:00+00:00,1.29595,False,False,0,0,0.0013607142857142865,0,0,0,0,0,0,-0.0010827115245072316,0
2007-01-18 13:00:00+00:00,1.29235,1.2929,1.28975,1.29175,1.2934649999999999,1.2920500000000001,1.29513125,0,0,0,1,0,1,1.29575,1,0,0,0,0,0,1.297725,0.0,2007-01-18 13:00:00+00:00,1.29595,False,False,0,1,0.0015517857142857139,0,0,0,0,0,0,-0.0004643783218779941,0
2007-01-18 14:00:00+00:00,1.29175,1.296225,1.291725,1.29415,1.2932649999999999,1.2929499999999998,1.2950104166666667,0,0,0,1,0,1,1.29575,1,0,0,0,0,0,1.297725,0.0,2007-01-18 14:00:00+00:00,1.296225,False,False,0,0,0.001842857142857146,0,0,0,0,0,0,0.0018562208044480477,1
2007-01-18 15:00:00+00:00,1.29415,1.29635,1.29405,1.29495,1.29339,1.29455,1.29481875,0,0,1,0,0,1,1.29575,1,0,0,0,0,0,1.28975,2.0,2007-01-18 15:00:00+00:00,1.296225,False,False,0,0,0.0019124999999999995,0,0,1,0,0,0,0.0006179753778993947,1
2007-01-18 16:00:00+00:00,1.29495,1.29565,1.29375,1.2941,1.29346,1.2945250000000001,1.29458125,0,0,1,0,0,1,1.29575,1,0,0,0,0,0,1.28975,0.0,2007-01-18 16:00:00+00:00,1.296225,True,False,0,0,0.0019535714285714273,0,0,0,0,0,1,-0.0006566115220169662,0
2007-01-18 17:00:00+00:00,1.2941,1.295375,1.29345,1.295025,1.293995,1.2945625,1.2944708333333332,0,0,1,0,0,0,1.29575,1,0,0,0,0,0,1.28975,0.0,2007-01-18 17:00:00+00:00,1.295375,False,True,0,0,0.0019571428571428635,0,0,0,0,0,0,0.0007145271389793421,1
2007-01-18 18:00:00+00:00,1.295025,1.29535,1.294375,1.2952,1.294685,1.2951125,1.2944,1,0,0,0,1,0,1.29575,1,0,0,0,0,0,1.28975,0.0,2007-01-18 18:00:00+00:00,1.29535,False,False,0,0,0.001921428571428566,0,0,0,0,0,0,0.00013512339682157605,1
2007-01-18 19:00:00+00:00,1.2952,1.296075,1.294925,1.295925,1.29504,1.2955625,1.294375,1,0,0,0,1,0,1.29575,1,0,0,0,0,0,1.28975,0.0,2007-01-18 19:00:00+00:00,1.29535,False,False,0,0,0.0019482142857142812,0,0,0,0,0,0,0.0005596025038698581,1
2007-01-18 20:00:00+00:00,1.295925,1.296875,1.295775,1.296425,1.2953350000000001,1.2961749999999999,1.294425,1,0,0,0,1,0,1.29575,1,0,0,0,0,0,1.28975,0.0,2007-01-18 20:00:00+00:00,1.29535,False,False,0,0,0.001962499999999994,0,0,0,0,0,0,0.0003857503857119128,1
2007-01-18 21:00:00+00:00,1.296425,1.29645,1.29585,1.29635,1.295785,1.2963874999999998,1.294525,1,0,0,0,1,0,1.29575,1,0,0,0,0,0,1.28975,0.0,2007-01-18 21:00:00+00:00,1.29535,True,False,0,0,0.0018767857142857178,0,0,0,0,0,0,-5.785307249641478e-05,0
2007-01-18 22:15:00+00:00,1.2966,1.2966,1.295975,1.29615,1.2960099999999999,1.29625,1.2946770833333334,1,0,0,0,1,0,1.29575,1,0,0,0,0,0,1.296875,1.0,2007-01-18 22:15:00+00:00,1.2966,False,False,0,0,0.0018053571428571383,1,0,0,0,0,0,-0.00015429122499263195,0
2007-01-18 23:00:00+00:00,1.29615,1.29635,1.295825,1.296025,1.2961749999999999,1.2960875,1.2948666666666666,0,1,0,0,1,0,1.29575,1,0,0,0,0,0,1.296875,0.0,2007-01-18 23:00:00+00:00,1.2966,False,False,0,0,0.0017267857142857026,0,0,0,0,0,0,-9.644410589317705e-05,0
2007-01-19 00:00:00+00:00,1.296025,1.29675,1.295625,1.2966,1.2963099999999999,1.2963125,1.2952208333333333,1,0,0,0,1,0,1.29575,1,0,0,0,0,0,1.296875,0.0,2007-01-19 00:00:00+00:00,1.29675,False,False,0,0,0.0016696428571428517,0,0,0,0,0,0,0.00044356589127049847,1
2007-01-19 01:00:00+00:00,1.2966,1.29725,1.29655,1.29715,1.296455,1.296875,1.2956708333333333,1,0,0,0,1,0,1.29575,1,0,0,0,0,0,1.296875,0.0,2007-01-19 01:00:00+00:00,1.29675,False,False,0,0,0.001633928571428554,0,0,0,0,0,0,0.00042409639189873466,1
2007-01-19 02:00:00+00:00,1.29715,1.298825,1.29705,1.29845,1.296875,1.2978,1.2960291666666668,1,0,0,0,1,0,1.29575,1,0,0,0,0,0,1.296875,0.0,2007-01-19 02:00:00+00:00,1.29675,False,False,0,0,0.0015964285714285462,0,0,0,0,0,0,0.0010016952602102862,1
2007-01-19 03:00:00+00:00,1.29845,1.29965,1.2978,1.2996,1.297565,1.299025,1.2964166666666668,1,0,0,0,1,0,1.29575,1,0,0,0,0,0,1.296875,0.0,2007-01-19 03:00:00+00:00,1.29675,False,False,0,0,0.0015035714285713978,0,0,0,0,0,0,0.000885279401940981,1
2007-01-19 04:00:00+00:00,1.2996,1.300025,1.2993,1.29985,1.29833,1.299725,1.2968958333333334,1,0,0,0,1,0,1.29575,1,0,0,0,0,0,1.296875,0.0,2007-01-19 04:00:00+00:00,1.29675,False,False,1,0,0.0012339285714285505,0,0,0,0,0,0,0.00019234838198138154,1
2007-01-19 05:00:00+00:00,1.29985,1.300125,1.299325,1.299425,1.2988950000000001,1.2996375,1.2972625,1,0,0,0,1,0,1.29575,1,0,0,0,0,0,1.296875,0.0,2007-01-19 05:00:00+00:00,1.300125,False,False,0,0,0.0011267857142856893,0,0,0,0,0,0,-0.0003270142665068508,0
2007-01-19 06:00:00+00:00,1.299425,1.29995,1.298225,1.298925,1.29925,1.299175,1.2975729166666667,0,1,0,0,1,0,1.29575,1,0,0,0,0,0,1.296875,0.0,2007-01-19 06:00:00+00:00,1.300125,False,False,0,0,0.0011142857142856868,0,0,0,0,0,0,-0.00038485962720304773,0
2007-01-19 07:00:00+00:00,1.298925,1.29945,1.297625,1.298525,1.2992650000000001,1.2987250000000001,1.2977895833333333,0,1,0,0,1,0,1.29575,1,0,0,0,0,0,1.300125,1.0,2007-01-19 07:00:00+00:00,1.300125,False,False,0,0,0.0011071428571428304,1,0,0,0,0,0,-0.00030799438153738065,0
2007-01-19 08:00:00+00:00,1.298525,1.298875,1.29745,1.29845,1.2990350000000002,1.2984875,1.2979583333333335,0,1,0,0,1,0,1.29575,1,0,0,0,0,0,1.300125,0.0,2007-01-19 08:00:00+00:00,1.300125,False,False,0,0,0.0011392857142856919,0,0,0,0,0,0,-5.7759508675087844e-05,0
2007-01-19 09:00:00+00:00,1.29845,1.298475,1.296625,1.29675,1.298415,1.2976,1.2979916666666667,0,1,0,0,0,0,1.29575,1,0,0,0,0,0,1.300125,0.0,2007-01-19 09:00:00+00:00,1.300125,False,False,0,0,0.0011892857142857022,0,0,0,0,0,0,-0.0013101111614946853,0
2007-01-19 10:00:00+00:00,1.29675,1.29735,1.295425,1.29615,1.29776,1.29645,1.2979916666666667,0,0,0,1,0,1,1.29575,1,0,0,0,0,0,1.300125,0.0,2007-01-19 10:00:00+00:00,1.300125,False,False,0,0,0.0012482142857142633,0,0,0,0,0,0,-0.0004628022759917407,0
2007-01-19 11:00:00+00:00,1.29615,1.29655,1.29545,1.29585,1.297145,1.2959999999999998,1.2979770833333335,0,0,0,1,0,1,1.29575,1,0,0,0,0,0,1.300125,0.0,2007-01-19 11:00:00+00:00,1.300125,False,False,0,0,0.001283928571428545,0,0,0,0,0,0,-0.00023148148251510392,0
2007-01-19 12:00:00+00:00,1.29585,1.29665,1.2956,1.296325,1.296705,1.2960875,1.2979541666666667,0,0,0,1,0,1,1.29575,1,0,0,0,0,0,1.295425,2.0,2007-01-19 12:00:00+00:00,1.29665,False,False,0,0,0.0013142857142856965,0,0,1,0,0,0,0.0003664876062121482,1
2007-01-19 13:00:00+00:00,1.296325,1.29655,1.29475,1.29515,1.296045,1.2957375,1.2977875,0,0,0,1,0,1,1.29575,1,0,0,0,0,0,1.295425,0.0,2007-01-19 13:00:00+00:00,1.29655,False,False,0,0,0.0014053571428571348,0,0,0,0,0,0,-0.000906819537536687,0
2007-01-19 14:00:00+00:00,1.29515,1.29525,1.293525,1.29355,1.295405,1.2943500000000001,1.2973791666666667,0,0,0,1,0,1,1.29575,1,0,0,0,0,0,1.295425,0.0,2007-01-19 14:00:00+00:00,1.29655,False,False,0,1,0.001448214285714273,0,0,0,0,0,0,-0.0012361418501484445,0
2007-01-19 15:00:00+00:00,1.29355,1.29455,1.29145,1.29445,1.295065,1.294,1.29695,0,0,0,1,0,1,1.29575,1,0,0,0,0,0,1.295425,0.0,2007-01-19 15:00:00+00:00,1.29655,False,True,0,0,0.0016196428571428573,0,0,0,0,0,0,0.0006955178023809004,1
2007-01-19 16:00:00+00:00,1.29445,1.2967,1.293925,1.2967,1.295235,1.295575,1.2966875,0,0,1,0,0,1,1.29575,1,0,0,0,0,0,1.295425,0.0,2007-01-19 16:00:00+00:00,1.2967,False,False,0,0,0.0016910714285714365,0,0,0,0,0,0,0.0017366810609276504,1
2007-01-19 17:00:00+00:00,1.2967,1.29715,1.29585,1.2966,1.29529,1.29665,1.2964520833333333,0,0,1,0,0,0,1.29575,1,0,0,0,0,0,1.29145,2.0,2007-01-19 17:00:00+00:00,1.2967,True,False,0,0,0.0016517857142857345,0,0,1,0,0,1,-7.712181394326118e-05,0
